id,title,img,size,price,reviews,rating
301182235,RedMart Sliced Swiss Farmer Bread,//sg-live-01.slatic.net/p/3d27264e1e21c44c992b2d5d4cbc6126.jpg,450 g,6.35$,20,4.05
301178054,RedMart 100-Percent Natural Naan Bread,//sg-live-01.slatic.net/p/cc0b89d0766aa59d9066a39813cc3481.jpg,2 per pack,3.50$,192,4.71875
303090064,RedMart Focaccia With Caramelised Onions,//sg-live-01.slatic.net/p/67693cfb53e9a2025a0bb6d828395469.jpg,2 Ã— 175 g,4.50$,19,4.368421052631579
301144995,RedMart 100-Percent Natural Garlic Naan Bread,//sg-live-01.slatic.net/p/b30b2459723ba920992ff44a2a5530c9.jpg,2 per pack,4.50$,85,4.682352941176471
301188131,RedMart Freshly Made Wholemeal Wraps,//sg-live-01.slatic.net/p/ce0b3086a068b46178d0c739c38a6741.jpg,6 per pack,4.95$,33,4.303030303030303
303380319,RedMart Wholemeal Naan,//sg-live-01.slatic.net/p/16b6b41148714bb783e8af0d3d6cdac6.jpg,300 g,3.50$,14,4.857142857142857
301104861,RedMart Multigrain Bread Sliced,//sg-live-01.slatic.net/p/b324513798f98a3f83ec96520b4e16f2.jpg,380 g,5.50$,553,4.5840867992766725
301154949,RedMart 100-Percent Natural Flatbread Oval,//sg-live-01.slatic.net/p/d64e9b381bf4a04186cbff381eeb691a.jpg,5 per pack,5.50$,115,4.808695652173913
303750958,RedMart Back Bacon,//sg-live-01.slatic.net/p/6ef4896b0560c56e13d1ef9d7485f854.jpg,220 g,4.90$,456,4.745614035087719
303044998,RedMart Shepherd's Pie,//sg-live-01.slatic.net/p/d301fbaa384d965bd90fc6b0787be3e7.jpg,400 g,8.00$,51,4.294117647058823
301164219,RedMart Mixed Olives In Brine,//sg-live-01.slatic.net/p/c1a72a9eee4349af93b78ed17b112253.jpg,210 g,4.95$,7,4.0
303066997,RedMart Butter Chicken,//sg-live-01.slatic.net/p/700b859a78ed7435646d224c7d7ba080.jpg,350 g,7.50$,278,4.676258992805756
303664705,Swee! Breakfast Ham,//sg-live-01.slatic.net/p/e27c9ed6608457304d8f5d066a7ce215.jpg,220 g,3.40$,291,4.845360824742268
301176268,RedMart Dukkah And Chilli Hummus,//sg-live-01.slatic.net/p/755b15dc9fa0e2b29967b41d0c509469.jpg,180 g,5.25$,244,4.795081967213115
301094911,RedMart Cage Free Australian Eggs (KEEP CHILLED),//sg-live-01.slatic.net/p/5758d7474042c43156d134f0e88c03e6.jpg,12 per pack,6.70$,763,4.490170380078637
301148899,RedMart Deli Babaganoush Eggplant Dip 180g,//sg-live-01.slatic.net/p/179a95a1d5cc162e4927b67690ed77ae.jpg,180 g,5.25$,64,4.34375
301140860,RedMart Deli Tzatziki 180g,//sg-live-01.slatic.net/p/eeb0c960f4157db801f27ace87ce13ca.jpg,180 g,5.25$,87,4.586206896551724
303442094,RedMart Shredded Cheddar Cheese,//sg-live-01.slatic.net/p/3ef30e0e37a91b6d83ee58a4fcb68342.jpg,170 g,3.95$,680,4.827941176470588
303684137,Swee! Chicken Garlic Sausage,//sg-live-01.slatic.net/p/d76f95d9823b8e7ed97cae8c10e8d57c.jpg,250 g,4.20$,126,4.801587301587301
303774238,RedMart Streaky Bacon,//sg-live-01.slatic.net/p/747139774a1e4eb191343ee35ecda864.jpg,220 g,5.35$,1178,4.841256366723259
301184152,RedMart Pitted Green Olives In Brine,//sg-live-01.slatic.net/p/c304be7292615cbe894739c0fc9116ca.jpg,250 g,4.95$,8,4.25
301200074,RedMart Creamy Beetroot Dip,//sg-live-01.slatic.net/p/1694088f08756533e66313aa00018cab.jpg,180 g,5.25$,34,4.588235294117647
301164220,RedMart Green Olives Stuffed with Almonds,//sg-live-01.slatic.net/p/dcb9190a87996585df52cb66bd00b1dc.jpg,250 g,4.95$,7,4.0
327876837,RedMart Fresh Guacamole,//sg-live-01.slatic.net/p/41f896c2220f54731ac3d2a8236cfb13.jpg,180 g,6.50$,271,4.372693726937269
301180145,RedMart Garlic Marinated Olives,//sg-live-01.slatic.net/p/78cbdcca1106a2d831cc7f9521b2e705.jpg,210 g,4.95$,5,4.8
318264428,RedMart Smoked Chicken Ham,//sg-live-01.slatic.net/p/ee1a059e7334dc190d51c7b0d3eb8a8e.jpg,150 g,4.30$,191,4.732984293193717
318284208,RedMart Virginia Ham,//sg-live-01.slatic.net/p/ae9e191252a50228cf1ae4f0ae509889.jpg,150 g,5.70$,627,4.717703349282297
318250782,RedMart German Salami,//sg-live-01.slatic.net/p/1916138cd86c18a199aa60c6159d3be6.jpg,100 g,6.90$,129,4.705426356589148
318264429,RedMart Pepperoni Salami,//sg-live-01.slatic.net/p/bfd38851a5f87a09a0096a39331d67a3.jpg,100 g,6.90$,121,4.785123966942149
327898637,RedMart Falafel (Chilled),//sg-live-01.slatic.net/p/69ff8212a12d3c95ffaf127e8095aa8a.jpg,300 g,6.20$,202,4.579207920792079
304324381,Swee! Oriental Chicken Sausage (Taiwan Sausage),//sg-live-01.slatic.net/p/fd39e7f1cbec54437d9fa4e99c815307.jpg,250 g,3.55$,112,4.821428571428571
301162300,RedMart Kalamata Olive Tapenade,//sg-live-01.slatic.net/p/36dc09d8320bfc1fb7512c9dd33423b6.jpg,150 g,6.00$,11,4.636363636363637
303086091,RedMart Lasagne,//sg-live-01.slatic.net/p/585e418352197434e3bf2b4633a6a511.jpg,400 g,8.00$,144,4.583333333333333
327860915,RedMart Fresh Parsley Pesto,//sg-live-01.slatic.net/p/5e914bfab50849700eaef7e87a5f64ef.jpg,100 g,5.60$,22,4.409090909090909
301130921,RedMart Deli Jalapeno Dip 180g,//sg-live-01.slatic.net/p/467217124c1f4cd1e36067c21a727f72.jpg,180 g,5.25$,58,4.672413793103448
301104882,RedMart 10 Eggs,//sg-live-01.slatic.net/p/d75dee87e758de39dd09bedf16f3347c.jpg,600 g,2.10$,1867,4.51365827530798
327900037,RedMart Chunky Salmon Pate (Dip and Spread),//sg-live-01.slatic.net/p/d9e802ab4b42b1b6e2d36bd2064e1da3.jpg,150 g,6.90$,35,4.6
303690010,Swee! Picnic Ham,//sg-live-01.slatic.net/p/14857b9022202f3a347fd563531eb5bc.jpg,220 g,2.90$,340,4.8352941176470585
301158944,RedMart Pitted Kalamata Olives In Brine,//sg-live-01.slatic.net/p/4ca34f968129bef885c66527cb68b3f5.jpg,210 g,4.95$,19,4.7368421052631575
303082857,RedMart Thai Chicken Curry,//sg-live-01.slatic.net/p/95d3e8209ec9c59cae62dfd995954e0e.jpg,350 g,7.50$,22,4.2272727272727275
301152818,RedMart Deli Tomato Salsa 180g,//sg-live-01.slatic.net/p/3c171533d49a2f4131b92c61d7f78a68.jpg,180 g,5.25$,127,4.338582677165355
303074955,RedMart Chicken And Vegetable Pie,//sg-live-01.slatic.net/p/7bd2bf3b607b7bf04b4802d41ace96d4.jpg,250 g,6.00$,15,4.2
303432256,RedMart Shredded Mozzarella and Cheddar Cheese,//sg-live-01.slatic.net/p/426e78c5f7bde8693b55ddb131d6ed71.jpg,170 g,3.95$,2493,4.848776574408343
301196145,RedMart Classic Coleslaw,//sg-live-01.slatic.net/p/15eb202e19150493952e40ff3ed8cc01.jpg,180 g,5.00$,19,3.0526315789473686
301088929,RedMart Eggs,//sg-live-01.slatic.net/p/f1871e24f7cfda852252741806be5173.jpg,15 Ã— 60 g,3.10$,9470,4.540760295670538
303070832,RedMart Pot Set Plain Yoghurt (Indian Style Curd),//sg-live-01.slatic.net/p/d7543ba68b7a88124a6d222d1d0f4aa6.jpg,1 kg,6.65$,337,4.154302670623146
303110047,RedMart Chicken Korma,//sg-live-01.slatic.net/p/dc39848c6a6098bfe2a3d0d85c2d79ff.jpg,350 g,7.50$,36,4.666666666666667
303308883,RedMart Danish Bacon Bits,//sg-live-01.slatic.net/p/54dab72d0192164aa50639dac2c60434.jpg,190 g,3.75$,914,4.8512035010940915
303680187,Swee! Chicken Cheese Sausage,//sg-live-01.slatic.net/p/68fd69abd37c23c6793ef94a770565a2.jpg,250 g,4.20$,242,4.789256198347108
301168281,RedMart Green Olive Tapenade,//sg-live-01.slatic.net/p/642102ea4a9ce958c50ca35c83a75b3c.jpg,150 g,6.00$,9,4.444444444444445
301190135,RedMart Coriander Hummus,//sg-live-01.slatic.net/p/1ca28185287163f1d591bdac4ae9b239.jpg,180 g,5.25$,81,4.432098765432099
303406936,RedMart Shredded Mozzarella Cheese,//sg-live-01.slatic.net/p/6b71c99b9157d586ec644e113370bdce.jpg,170 g,3.95$,829,4.831121833534379
301076940,RedMart Deli Hummus 220g,//sg-live-01.slatic.net/p/545719106c0a0596ab4e1381809bb625.jpg,220 g,5.50$,615,4.60650406504065
303664706,Swee! Chicken Cocktail (Mini Sausages),//sg-live-01.slatic.net/p/59ec7664bb44471aca81f83168843c4c.jpg,250 g,3.50$,152,4.842105263157895
327868875,RedMart Roasted Carrot Hummus,//sg-live-01.slatic.net/p/8c8d649a6dadcd228a6b7d0f02023ad9.jpg,180 g,5.25$,65,4.430769230769231
303996714,RedMart 100% Australian Fresh Milk,//sg-live-01.slatic.net/p/616a5b2a082cbe8c6454c82b33cea9f9.jpg,1 L,2.75$,1843,4.809007053716766
303248630,RedMart Beef And Mushroom Pie,//sg-live-01.slatic.net/p/67b5c7f8962d62d9563cf34092b3545d.jpg,250 g,6.50$,21,4.333333333333333
304314709,Swee! Oriental Pork Sausage (Taiwan Sausage),//sg-live-01.slatic.net/p/d8c9ecbe9d723d23e760899a844b31b1.jpg,250 g,3.55$,386,4.831606217616581
301162237,RedMart Deli Hummus 180g,//sg-live-01.slatic.net/p/15cfe438df594c7928610e950e7bb3e1.jpg,180 g,5.25$,187,4.609625668449198
303104230,RedMart Pine Nuts,//sg-live-01.slatic.net/p/bc682a8ab7029b204688185a5ea2545d.jpg,100 g,9.10$,97,4.793814432989691
303316541,RedMart Pure Canadian Maple Syrup,//sg-live-01.slatic.net/p/39b77894507e5a2e0e38089e84ac9e90.jpg,236 ml,11.50$,376,4.8111702127659575
303560273,RedMart Organic Raw Almonds,//sg-live-01.slatic.net/p/fcc53849b6260040a4b3d768ccbf5ef1.jpg,150 g,7.00$,56,4.839285714285714
303074133,RedMart Cranberries,//sg-live-01.slatic.net/p/ea862f9a99194043edc010b8a8d7329e.jpg,200 g,6.00$,171,4.818713450292398
303532958,RedMart Organic Raw Cashews,//sg-live-01.slatic.net/p/474becccb722a666b6b4cc370e2073a1.jpg,150 g,7.00$,66,4.818181818181818
303044951,RedMart Raisins,//sg-live-01.slatic.net/p/0d7d620207a5b4e2d2a166d72b0b6d8c.jpg,200 g,3.20$,127,4.826771653543307
301158984,RedMart Instant Oatmeal,//sg-live-01.slatic.net/p/cf90d04c418104041d384471ad911374.jpg,1 kg,5.00$,87,4.724137931034483
303086027,RedMart Walnuts,//sg-live-01.slatic.net/p/300284399b54b30be874da8ef9cc48cc.jpg,150 g,5.60$,59,4.779661016949152
301184212,RedMart Rolled Oats,//sg-live-01.slatic.net/p/d4cf553c69a715d4d9f612dd7fbaaab8.jpg,1 kg,4.75$,173,4.716763005780347
303532959,RedMart Organic Raw Walnuts,//sg-live-01.slatic.net/p/b20703c97ebb8be9964746b0ccb3a396.jpg,150 g,6.60$,150,4.8133333333333335
303552444,RedMart Organic Black Chia Seeds,//sg-live-01.slatic.net/p/c05f18e7cfc52e8834262cba749d6915.jpg,220 g,5.00$,255,4.858823529411764
318540633,RedMart Organic Dried Cranberries Dried Fruit,//sg-live-01.slatic.net/p/928ea71dea624814c79d8cb31e277659.jpg,150 g,6.80$,39,4.794871794871795
318564068,RedMart Organic Mango - No Added Sugar Dried Fruit,//sg-live-01.slatic.net/p/ea1462376ee6a9368a4857a65c90e861.jpg,200 g,7.70$,2,5.0
303064310,RedMart Pitted Prunes,//sg-live-01.slatic.net/p/d28191a686d4992a82c6c74f8acb1f26.jpg,200 g,4.80$,44,4.7727272727272725
303064311,RedMart Dried Pitted Apricots,//sg-live-01.slatic.net/p/7df4a0d4f24db97117a0e90d3ac2dd10.jpg,200 g,5.85$,71,4.549295774647887
303718110,RedMart Cage Free Australian Chicken Breast Fillet (Skinless and Boneless) - Frozen,//sg-live-01.slatic.net/p/afca70ad9635bad7dc7d925fe3e2b7f3.jpg,400 g,9.00$,250,4.808
344432662,RedMart Cage Free Australian Whole Chicken Thigh,//sg-live-01.slatic.net/p/a760543ac3669adb0220b3194375f697.jpg,400 g,7.20$,70,4.628571428571429
303216103,RedMart Traditional English Breakfast Sausages - Frozen,//sg-live-01.slatic.net/p/7d4e41b5d19032129e5c7391793295f7.jpg,400 g,9.50$,90,4.522222222222222
344464166,RedMart Cage Free Australian Chicken Minced,//sg-live-01.slatic.net/p/593d73a1017cccf59dcacaf64e2503c8.jpg,400 g,7.10$,84,4.7976190476190474
655742740,RedMart Crumbed Cage-Free Whole Fried Chicken Tenderloin Nuggets - Frozen,//sg-live-01.slatic.net/p/6b8cfa8ee6d9c78800d484b1c8035453.jpg,400 g,11.10$,23,4.608695652173913
303732402,RedMart Frozen Par Baked Half Baguette - Frozen,//sg-live-01.slatic.net/p/7e09a24af13736f6a0da25c7c9214c31.jpg,2 per pack,2.80$,465,4.819354838709677
303212130,RedMart Spicy Pork Chorizo Sausages - Frozen,//sg-live-01.slatic.net/p/610e837ea12c761c4b5003b1832824b2.jpg,400 g,9.50$,158,4.7405063291139244
301188219,RedMart Plain Bagel 4's - Frozen,//sg-live-01.slatic.net/p/1a9f66d5795820b4156d0a08a950d012.jpg,380 g,5.95$,413,4.815980629539951
303704506,RedMart Cage Free Australian Chicken Drumsticks - Frozen,//sg-live-01.slatic.net/p/b3479050dec5923b969a86a0f36030d9.jpg,400 g,6.80$,93,4.774193548387097
301174279,RedMart Cinnamon Raisin Bagel 4's - Frozen,//sg-live-01.slatic.net/p/8163bfdb6f9b2e1fa47f244aa9081c59.jpg,380 g,5.95$,289,4.7923875432525955
304008559,RedMart Korean Strawberries - Frozen,//sg-live-01.slatic.net/p/50545974ca610527d08d72d01f414737.jpg,500 g,7.90$,312,4.762820512820513
338576876,RedMart Chocolate Tea Cake,//sg-live-01.slatic.net/p/c2fff978819b924f79766d58866b3190.jpg,320 g,5.40$,35,4.942857142857143
303726518,RedMart Frozen Multigrain Bagel 4's - Frozen,//sg-live-01.slatic.net/p/149272b401c99dff03027548cb74acf7.jpg,4 per pack,5.95$,192,4.890625
303716140,RedMart Cage Free Australian Whole Chicken - Frozen,//sg-live-01.slatic.net/p/2af0dc780679d16ee06817f7d48d8e79.jpg,1.2 kg,12.90$,117,4.786324786324786
338576877,RedMart Gula Melaka Tea Cake,//sg-live-01.slatic.net/p/33f2e2636f1131a7c4eb3ed7bd4182c8.jpg,370 g,5.40$,45,4.844444444444444
304022117,RedMart Apple Mango - Frozen,//sg-live-01.slatic.net/p/8202fbc1d2e8629fb71f2a969aa07096.jpg,500 g,7.90$,221,4.678733031674208
303652941,RedMart Frozen Lamb Samosa - Frozen,//sg-live-01.slatic.net/p/6ae8cea6cefef559f28aa466686e8849.jpg,300 g,5.25$,24,4.5
301164293,RedMart Sesame Bagel 4's - Frozen,//sg-live-01.slatic.net/p/d283827555e17c29b7d92df1ed54ce8e.jpg,380 g,5.95$,199,4.8542713567839195
338628711,RedMart Blueberry Muffin,//sg-live-01.slatic.net/p/1fe9d1304d724f3ae5976763b92dfea3.jpg,270 g,5.30$,9,3.5555555555555554
301186218,RedMart Whole Wheat Bagel 4's - Frozen,//sg-live-01.slatic.net/p/ee8ce5d2a293afdde4ddf092c95fa82c.jpg,380 g,5.95$,217,4.755760368663594
304016411,RedMart Blueberries - Frozen,//sg-live-01.slatic.net/p/7abfbc35a1166db9d281f6ab93f55253.jpg,500 g,7.90$,275,4.745454545454545
303698565,RedMart Cage Free Australian Chicken Thigh Fillet (Skinless and Boneless) - Frozen,//sg-live-01.slatic.net/p/7c544208f44b9a80d0a064dee2be768c.jpg,400 g,8.50$,410,4.802439024390244
303682147,RedMart Frozen Potato And Vegetable Samosa - Frozen,//sg-live-01.slatic.net/p/bd450f1e22f45d8e9ffb1fc5422d0d85.jpg,300 g,5.05$,11,4.0
338594384,RedMart Lemon Tea Cake,//sg-live-01.slatic.net/p/e977b223340bc428ed398bb8f6b7de8e.jpg,370 g,5.40$,175,4.691428571428571
338628710,RedMart Chocolate Muffin,//sg-live-01.slatic.net/p/dad51825a0f27edbb72f050580fbcf27.jpg,270 g,5.20$,13,4.769230769230769
303662747,RedMart Frozen Chicken Samosa - Frozen,//sg-live-01.slatic.net/p/9d66840192b05db6a84d92a3bb7ed3f2.jpg,300 g,5.25$,19,4.684210526315789
317752616,RedMart Beef Burger Patties 2s (Gluten-Free),//sg-live-01.slatic.net/p/2a6adff046f0615099be637ab395ba6a.jpg,280 g,8.90$,24,4.75
317728958,RedMart Italian Style Meatball (Gluten-Free),//sg-live-01.slatic.net/p/51c8849675035602dead52a27bb231f0.jpg,280 g,8.30$,70,4.814285714285714
301116023,RedMart Facial Tissue Soft Pack,//sg-live-01.slatic.net/p/90fe32d1b64c2b185885155062d5db9a.jpg,4 Ã— 200 per pack,3.70$,4877,4.851753126922288
301082945,RedMart Strong and Absorbent Kitchen Towels,//sg-live-01.slatic.net/p/fadef769a5388803f0be60a7e2c4b6aa.jpg,6 Ã— 60 per pack,3.95$,5653,4.851583230143286
301096855,RedMart Luxuriously Soft 3-Ply Toilet Tissue - 10 Rolls,//sg-live-01.slatic.net/p/82cc3555a200e6cd2acf89002415cfd1.jpg,10 Ã— 220 per pack,5.20$,3556,4.839988751406074
301078903,RedMart Luxuriously Soft 3-Ply Toilet Tissue - 24 Rolls,//sg-live-01.slatic.net/p/63e7cffd66e0f4fc833b1a7e774a1a2e.jpg,24 Ã— 220 per pack,12.20$,1567,4.811104020421187
303200283,RedMart Super Soft Aloe Vera 3-ply Facial Tissue,//sg-live-01.slatic.net/p/968fc2a032d8766e5d52e99ca09e1326.jpg,5 Ã— 100 per pack,4.50$,1017,4.851524090462144
328502057,RedMart Kitchen Towel (Choose-A-Size),//sg-live-01.slatic.net/p/539d7df3aa25ae2c8b46cba306c1fcb4.jpg,2 Ã— 70 per pack,1.65$,862,4.781902552204176
303262937,RedMart HDPE Garbage Bag With Handle Ties (with Floral fragrance)- White,//sg-live-01.slatic.net/p/bb9c854885e75f8689577e838c110fcf.jpg,25 per pack,2.80$,574,4.827526132404182
303196309,RedMart Super Soft Aloe Vera 4-Ply Toilet Tissue - 10 Rolls,//sg-live-01.slatic.net/p/d0b114dec6dbb31587c25a8b2f51d6bd.jpg,10 Ã— 200 per pack,5.95$,816,4.770833333333333
301164266,RedMart Dehumidifier,//sg-live-01.slatic.net/p/47ac2acb4932d7ecfb51c5c95ccb53c0.jpg,8 Ã— 600 ml,11.95$,843,4.717674970344009
304148472,RedMart Baking Paper 5M,//sg-live-01.slatic.net/p/66c25c3b089b5978d172f28d58c949a7.jpg,1 per pack,2.45$,944,4.781779661016949
301192074,RedMart Antibacterial Dish Washing Liquid - Lemon Fragrance,//sg-live-01.slatic.net/p/de5120b877d6ffe43dc026d50ca1e46b.jpg,750 ml,1.85$,673,4.775631500742942
303824094,RedMart Antibacterial Dishwashing Liquid Refill - Lemon Fragrance,//sg-live-01.slatic.net/p/d7a1f399dbe44d51b1496dbb12ccaabe.jpg,600 ml,1.45$,533,4.879924953095685
304144643,RedMart Cling Wrap 75M (With Slide Cutter),//sg-live-01.slatic.net/p/065ec6df76fcef9976217dc6c2be334c.jpg,1 per pack,3.60$,488,4.825819672131147
303292174,RedMart HDPE Garbage Bag With Handle Ties - Black,//sg-live-01.slatic.net/p/1e13ff0de9ef701d68ba390cc3ee023e.jpg,15 per pack,3.00$,358,4.916201117318436
301184132,RedMart Toilet Cleaner,//sg-live-01.slatic.net/p/5a1c1ff0868720f4f2648d2d80a0d47c.jpg,500 ml,1.85$,504,4.748015873015873
328460984,RedMart Pocket Tissue,//sg-live-01.slatic.net/p/a5d992af9e2b776a4fefa96848561c1f.jpg,10 Ã— 10 per pack,1.60$,110,4.918181818181818
303778396,Swee! Microfiber Cloth Duster Refill,//sg-live-01.slatic.net/p/c6ee9a28b55ac6703d8cf8e64cb3279d.jpg,2 per pack,2.50$,32,4.875
439864763,Swee! Detergent Powder (Lemon Fragrance),//sg-live-01.slatic.net/p/5bb7b38e85cf9171fc184675756ed424.jpg,5 kg,13.00$,36,4.611111111111111
303792928,RedMart Colour Concentrated Laundry Detergent Refill,//sg-live-01.slatic.net/p/b7ad2a541d6f0fb200ec98fd74166343.jpg,1.71 L,3.15$,199,4.894472361809045
303376346,RedMart Glass Cleaner (Twin Pack),//sg-live-01.slatic.net/p/3f5c4e14192f4da9e002fa65579bb101.jpg,2 Ã— 500 ml,3.30$,155,4.632258064516129
301164265,RedMart Aluminium Foil 48 Square Feet,//sg-live-01.slatic.net/p/ee3b2fa7196052371e2c0c9d30769c99.jpg,1 per pack,2.95$,997,4.858575727181544
301170169,RedMart Antibacterial Laundry Detergent,//sg-live-01.slatic.net/p/8709b1ff5683d3afe0dc014be3870937.jpg,2 L,4.35$,296,4.72972972972973
301194057,RedMart Antibacterial Floor Cleaner - Lavender Fragrance,//sg-live-01.slatic.net/p/44abfc6b984e8d70660f9dbf1ad861f4.jpg,2 L,4.00$,305,4.727868852459016
303382284,RedMart Concentrated Cream Cleanser,//sg-live-01.slatic.net/p/ecc24eddb0c0671d9acf7c258ad9aa99.jpg,500 ml,1.35$,138,4.760869565217392
301176172,RedMart Antibacterial Wet Wipes,//sg-live-01.slatic.net/p/8a3afdd569904bc549df99fa205c9553.jpg,50 per pack,4.40$,558,4.835125448028674
303218057,RedMart Ultra Premium Woven Towels,//sg-live-01.slatic.net/p/74c5096c69d8218bd178d33bb3d076df.jpg,2 Ã— 70 per pack,5.90$,214,4.785046728971962
301182224,RedMart 20 Gallon Medium Zipper Bags (ziplock bags),//sg-live-01.slatic.net/p/63843ce76284cd75d7cc1f9ecddf625b.jpg,20 per pack,3.55$,346,4.855491329479769
301166181,RedMart Fabric Conditioner,//sg-live-01.slatic.net/p/f5bba0688ac24d812a0f6c3cc2873400.jpg,2 L,2.70$,139,4.805755395683454
301168271,RedMart Dehumidifier,//sg-live-01.slatic.net/p/e504054c405ac5b14024b937fa30515f.jpg,3 Ã— 600 ml,5.35$,177,4.813559322033898
301176251,RedMart 25 Quart Small Zipper Bags (ziplock bag),//sg-live-01.slatic.net/p/dcc4ad6bd97a38e6c82155510a683e44.jpg,25 per pack,2.55$,360,4.811111111111111
